Region,document-id,stanzaid,Content,stage,code,AA,CG,CM,IL,KB,LD,LP,MT,MU,PA,RI
未知地区,20221207第八次未知地区工作会议,210,08:46): 后来我们跟新新西兰做这个比较做。我们也用了参加要报告名词，我想，如果我们在。研究里边，可能用参照报告是比较切的。,后期,RI,0,0,0,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,211,09:11): 参照报告。,后期,"MU, KB, AA",1,0,0,0,1,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,212,09:12): 我给你看看。,后期,LP,0,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,213,09:15): 我们见过的。,后期,"PA, KB",0,0,0,0,1,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,214,09:16): 你看不看到看不到。,后期,"CM, CG, RI",0,1,1,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,215,09:16): 哪一个？,后期,LP,0,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,216,09:16): 看看不清。,后期,KB,0,0,0,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,217,09:17): 是见过的。没事多少我们我们。,后期,"CG, LP, MT",0,1,0,0,0,0,1,1,0,0,0
未知地区,20221207第八次未知地区工作会议,218,09:20): 没关系。,后期,"LD, AA, KB",1,0,0,0,1,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,219,09:21): 现在看起来。,后期,"LP, MT, AA",1,0,0,0,0,0,1,1,0,0,0
未知地区,20221207第八次未知地区工作会议,220,09:22): 看看见了。,后期,"MT, CM, RI",0,0,1,0,0,0,0,1,0,0,1
未知地区,20221207第八次未知地区工作会议,221,09:23): 我们交给你一下，没问题！,后期,"CM, LD",0,0,1,0,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,222,09:24): 你播了不管？,后期,"CM, RI, PA",0,0,1,0,0,0,0,0,0,1,1
未知地区,20221207第八次未知地区工作会议,223,09:28): 你们提的特别好有些提法。不清晰的下来后面很难去落实的。,后期,"LD, IL",0,0,0,1,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,224,09:34): 我的百姓。,后期,"RI, CM",0,0,1,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,225,09:35): 是跟。,后期,"LP, MT, KB",0,0,0,0,1,0,1,1,0,0,0
未知地区,20221207第八次未知地区工作会议,226,09:38): 对对。,后期,MT,0,0,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,227,09:39): 不看看不打了。,后期,PA,0,0,0,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,228,09:40): 看看看我。,后期,"KB, MT, CG",0,1,0,0,1,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,229,09:41): 严严经理，到时候你拍一个照发发给我。,后期,"KB, MT, LD",0,0,0,0,1,1,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,230,09:43): 都是叫。,后期,LD,0,0,0,0,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,231,09:46): 哈没问题，好好好。,后期,"MU, KB",0,0,0,0,1,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,232,09:47): 谢谢！,后期,CG,0,1,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,233,09:55): 好，您还有问题吗？,后期,CM,0,0,1,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,234,09:56): 谢谢第一个问题！第二个问题。第二个问题比较多。第二个问题关于评审的类别。评审的类别在？香港的做法里头是不是可以理解成四阶段支出保障的？,后期,CG,0,1,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,235,10:23): 大部分都是的，除了那些过往还有。App就是那些智力的认可，大部分如果他这机构还有无论机构还是课都是世界这样私阶段植保证程序的。,后期,"RI, LP",0,0,0,0,0,0,1,0,0,0,1
未知地区,20221207第八次未知地区工作会议,236,10:44): 四阶段的自主保障是对教育机构的。他的相当于他的产品。这个课程包括学科？包括机构的复审等等。他机构的审核。好，那么除此之外。还有过往之力的评审。还有什么其他还有吗？,后期,AA,1,0,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,237,11:09): 还有是专业资历专业智力评审。,后期,LP,0,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,238,11:16): 单业资历评审。,后期,"CG, KB",0,1,0,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,239,11:16): 企业纪律。,后期,"MT, KB, CM",0,0,1,0,1,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,240,11:19): 跟海事处会计师工会那些专业的智力的评审。,后期,"IL, CM, PA",0,0,1,1,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,241,11:26): 这个智一口还有这个专业智力都是属于评估机构的评审就是说，评估机构，他们就是通过一个好核，如果生他通过考核的话就可以获得智力，就是跟世界都有一点不同，因为世界。主要是看一个，但是就是看好核。,后期,IL,0,0,0,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,242,11:51): 第三个问题就是关于评审的证书和标志。在我们的草案里头。有没有明确在哪部分明确？,后期,"CM, IL, PA",0,0,1,1,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,243,12:09): 让我看看，这是评审证书，是说，如果他评审完成评审以后他可以去开办课程，我们评审局给他们的证书是不是这个意思？,后期,"IL, KB, LD",0,0,0,1,1,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,244,12:24): 经过评审的。刚才我问的这四几类评审的类别里头评审完了以后是不是又给他证书给他什么标志？有在文件里面有没有规定？,后期,"KB, LP, CM",0,0,1,0,1,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,245,12:38): 有的我们有。范本的去看看有没有在草的复检。给你们。,后期,"LD, KB, CM",0,0,1,0,1,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,246,12:55): 那就在流程里头。,后期,CG,0,1,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,247,12:57): 对在流程里头。没有我们可以后。候保给你们，我们都会发一个评审证明书的，如果评审。了以后他送过了那，但是如果他要条件还没人还没能通过先这条件的话，我们就不会发直到他通过了先条件我们。,后期,MU,0,0,0,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,248,13:24): 才会发评审证明书给他的。李我想在这方面都跟你先谈一些我们未来的一些发展。基本上我们现在已经有的。您办着他们办课程之后，他们是？跟我们的规矩，然后发读书给学员的，现在我们在积极的在建一个数码的。智利的平台合平台用整个。bl 就把他智力就可以，数码花还有书任何。,后期,"CG, IL, LP",0,1,0,1,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,249,14:15): 就你说。,后期,"MU, RI",0,0,0,0,0,0,0,0,1,0,1
未知地区,20221207第八次未知地区工作会议,250,14:20): 更改或者是。这是哪个真实是要保障的，我们平台就是明年的。,后期,"LP, CG, RI",0,1,0,0,0,0,1,0,0,0,1
未知地区,20221207第八次未知地区工作会议,251,14:27): 不可劝。,后期,CM,0,0,1,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,252,14:31): 下月就可以出台了。如果你们在考虑或者是计划。,后期,"AA, MU",1,0,0,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,253,14:34): 我们平台。,后期,PA,0,0,0,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,254,14:41): 证书哪个方面的，我们也有兴趣跟你们研究。这个有没有合作的一些方就是我们已经送了嘛话之前张主任分享给大家的，我们经常用的。现在。,后期,"MU, PA, KB",0,0,0,0,1,0,0,0,1,1,0
未知地区,20221207第八次未知地区工作会议,255,14:59): 纸板的就是打印出来的数码化的发展就是明年希望就可以出台的。跟你先说一下。,后期,"RI, PA",0,0,0,0,0,0,0,0,0,1,1
未知地区,20221207第八次未知地区工作会议,256,15:13): 我们先。先把相关的文件吃透了，如果不清晰的话，再请教。,后期,"AA, PA",1,0,0,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,257,15:20): 把另外我是提点一下。有一个评审机构，他们。经过你们的评审，这将来定过你们的评审的时候。我们。在香港的做法是有一套。规定的，如果他们在买买广告的时候，我们规定他们放在广告里边，如果他要说明是经过的框架的。平时的话他们有一些的。必须要要喊出来的内容的，比方说他们的。Um。我们的 logo我们的如果他们要用这银行的 logo将来用来做推广。另外我也要规定，他们要把他们的注册的。我就是把他们的登记号码也要放在广告里边来区别。,后期,"MT, IL, AA",1,0,0,1,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,258,16:15): 真的是经过评选的一一个过程的。,后期,"IL, RI, CM",0,0,1,1,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,259,16:21): 李上我给你发微信，你你看了看，刚才我给这个报告。,后期,"CM, KB",0,0,1,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,260,16:26): 谢谢谢！,后期,"AA, LD, RI",1,0,0,0,0,1,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,261,16:28): 每一个证书都是独立的，不会重复的，也要留意一下。,后期,LD,0,0,0,0,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,262,16:37): 生成的反应。,后期,"MT, MU",0,0,0,0,0,0,0,1,1,0,0
未知地区,20221207第八次未知地区工作会议,263,16:45): 然后。,后期,"RI, LP",0,0,0,0,0,0,1,0,0,0,1
未知地区,20221207第八次未知地区工作会议,264,16:45): 继续。,后期,"MU, LD",0,0,0,0,0,1,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,265,16:47): 最后一个。我看最后一个问题，就是跨境质量保障那部分的。跨境质量保障那部分我看有。,后期,"MT, MU, CM",0,0,1,0,0,0,0,1,1,0,0
未知地区,20221207第八次未知地区工作会议,266,16:56): 我问一下。,后期,"MT, CG",0,1,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,267,16:58): 有一个。非资历架构认证。内容。我想请教我看好像没太想明白认证的他的目的是什么？这些机构的需求情况怎么样？有没有？需要做事情的。,后期,"CM, LD",0,0,1,0,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,268,17:21): 我大概说一下。在幺五零跟五九二两条法律底下。苹果你只能够在从事香港？境内的一些评审工作，但是在那些过往的一些情况下，比如说是香港的上导会，他们在那个内地有一个训练场地，在那个。一些。项目上面他们想评审局跟他们做一些在内地。推广的课程的评审工作，当时我们就征求了教育局的意见，他们批准我们在。内的跟上马会。在做评审工作，在当下。我们就做了跨井的境外的评审工作，所以我们称之为境外的评审工作。是比较特殊的情况，还有就是要很详细的去讨论一些情况才可以做的，所以那个需求跟我们真正实是有进行的工作情况不是很多。,后期,"CM, IL, RI",0,0,1,1,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,269,18:41): 那相当于工作是应机构的邀请？,后期,MT,0,0,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,270,18:45): 这对你，你要跟。,后期,"CG, RI, LP",0,1,0,0,0,0,1,0,0,0,1
未知地区,20221207第八次未知地区工作会议,271,18:46): 然后经教育局批准。,后期,"MU, CM",0,0,1,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,272,18:49): 对一定的。,后期,"RI, MU",0,0,0,0,0,0,0,0,1,0,1
未知地区,20221207第八次未知地区工作会议,273,18:50): 我们才开始开展评审工作的？,后期,"LP, AA",1,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,274,18:53): 一定的一定的。,后期,RI,0,0,0,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,275,18:56): 也是我们香港在准备做一些带湾区的。怎么自立认证的一些准备，因为我们是需要从香港做评审的工作。也跟澳门，广东有一些。机构做。我们就用香港的标准。香港的流程来进行。然后就。看他们的水平，他们的怎么说，那他们的能跟我们要求的一样，但是只是它不是香港的警力的一些培训机构，他不能。在我们的智命名差上，我们就听他们是非智力架构的一些培训智力。,后期,CG,0,1,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,276,19:47): 能不能这么理解，我看咱们评审局和。深圳高职院。深圳职业技术学院也开展了相关的工作，也属于范畴？,后期,"MU, MT",0,0,0,0,0,0,0,1,1,0,0
未知地区,20221207第八次未知地区工作会议,277,20:06): 这个也是我们在大湾区的一个常识，有些像不。一同是类别。是我们的。你说我们主要的就是评审。志愿训练局他们跟深资源的一个合作的课程，所以他们的合作模式就是同学那些学生他们是包都咨询局的一个课程，但是课程的某一个部分。就是要去深圳去甚深职业学院享课的，因为我们去评审的那智学是机训局他们办法一个智，当然，如果哪些可学生？,后期,LP,0,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,278,21:00): 不错的。,后期,"CG, IL",0,1,0,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,279,21:01): 他们原城职业分局的课程以后可以选择在生生资源在多多两个社社他们也可以跟到深资源的另外一个智类，但是深元的智类就。都是经我们评审的范围只是涵盖这一分局他们颁发的自律。,后期,MT,0,0,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,280,21:24): 明白。,后期,"CM, LP",0,0,1,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,281,21:26): 好，那我总结一下我们评审局在有关大湾区于评审工作的一些准备的项目有。,后期,"KB, CM, AA",1,0,1,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,282,21:26): 明白了。,后期,"CG, LP",0,1,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,283,21:36): 第一是好像跟澳门做一些机构的。你比平平和那种就是看他那个机构是怎么样，另外我们也有替广东一他们也是香港也有同类的课程的。好像下下会那种第三类就是合办的就是我们香港的 V bc 跟三院的那个合作的项目，现在就有这的培训工作。花锦的。,后期,"LD, MT, AA",1,0,0,0,0,1,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,284,22:17): 好，谢谢。非常清晰。我的问题结束。谢谢各位专家！,后期,"LP, CM",0,0,1,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,285,22:31): 好谢谢李笑。李校来说是深入研究了香港。提供给我们的那份草案提出的问题都特别好。这里我再想请问一下，因为刚才我听得不是特别清楚。赵总干事刚才您提到。香港评审局会对境外的一些纪律进行评审？评审完以后，他是属于。非智力架构下的纪律，不能进入香港的纪律名册的是这么一个意思吗？,后期,"KB, IL, RI",0,0,0,1,1,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,286,23:05): 对因为我们香港的智力名，只是规范在香港。警力的一些智力。当时是这样，将来的发展都不知道。,后期,"AA, MT, CM",1,0,1,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,287,23:18): 有朋友一个问题，我想顺便请教一下。就不如说刚才杨经理也提到。香港跟澳门那边是建立了参照的智力框架的。也香港跟欧盟之间有没有说有一些激励？是护院的话是不是就进入香港经的名册？没有。,后期,"CM, LD, MU",0,0,1,0,0,1,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,288,23:43): 是没有的是没有的。,后期,"RI, CM",0,0,1,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,289,23:46): 是没有的话，那香港跟欧盟建立参照关系。建立创造关系以后起到了什么作用，能不能给我们简单说明一下？,后期,"MU, LD",0,0,0,0,0,1,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,290,23:59): 你你是说欧洲的欧盟？,后期,AA,1,0,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,291,24:04): 对。,后期,"MT, IL",0,0,0,1,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,292,24:06): 我想分享一下，实在一些的贴地一下的力是有时候我们受到了课程评审，如果他要安排老师的话，有一些顺可能是香港没有了，比方说是。美容的文寿，它都是有阴中国那些美容的鞋会去颁发的，但是我们要比方说我们的课程是智力架构，第三级的那。那他在英国，他是取的比方说他是第五级的，那我就很安心的知道他一定是高，我们比比比较了一个比方说他们的四级等于我们的三级，还有他们高一级的。才可以做智力课程第三级的老师。起码他们有香港的级的顺架构的第四级才可以做第三级的老师，那如果他是哪在英国的证书，第五级的话，我们就我们的评审小组就。比较放心。有一个挂钩等等同相悦的智力在这里了。其他了可能眼镜可以保存一些，但是李主任，我想先。清清一些事实的先就是参教或者是比较研究。可能严经理可以说一说。不是欧盟的是。,后期,"LD, IL",0,0,0,1,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,293,25:46): 可能。可能严经理你先说是哪些地方，我们做了参照的研究。,后期,"IL, AA",1,0,0,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,294,25:56): 好好好谢谢！低一我们跟澳门一 two 澳洲联盟做的，我们做工作背后是希望我们看一看。香港跟外国的一些。夸奖。在这个程度在？级别方面的，这也比较一下，刚才我们说了。做报告研究，这目的不是要是提供一个平台。好好像张主任所说的，如果日后有一个外国人，他拿着一个外国的，在欧盟方面的这个支离，如果他想来到香港，做一个做一些评审的话。我们也有个很好的基础，再看了看他，大概是在哪个水平。也因为我们跟澳门做的研究的比交易后，我们跟苏格兰跟爱尔兰。也很也是差叫跟欧门参照报告的那成果去做研究。,后期,MU,0,0,0,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,295,27:11): 这时我们跟澳门发明的工作。我想，如果我们将来在未知地区方面的做这的工作的话，我们。做这个成果是比较两个两两个地区的。级别跟级别是这样关系。即便里面的智力不是我们要管的事情。记的是梅干培训机构，他们之间的协议跟项目他们可以按照我们做的研究的成果。更能够去作为一个很好的基础，会做互或者是其他的合作的。李主任明白没有？,后期,"AA, PA",1,0,0,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,296,28:01): 好好好记不清楚，谢谢！,后期,"RI, CG",0,1,0,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,297,28:02): 好好这个。,后期,"RI, CM, MT",0,0,1,0,0,0,0,1,0,0,1
未知地区,20221207第八次未知地区工作会议,298,28:06): 好，我们团队这边，其他同事。还有没有问题。去戚教授在乡吗？,后期,"LD, MU",0,0,0,0,0,1,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,299,28:17): 在线。,后期,"MU, LP",0,0,0,0,0,0,1,0,1,0,0
未知地区,20221207第八次未知地区工作会议,300,28:18): 好麻烦您。,后期,"LD, RI",0,0,0,0,0,1,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,301,28:20): 我想问两个问题。第一个。这里面能力单元它是一个基础。,后期,"LD, KB",0,0,0,0,1,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,302,28:28): 你这么冷。,后期,MU,0,0,0,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,303,28:28): 那么他往下，他是分支了能力本位的课程。,后期,"AA, IL",1,0,0,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,304,28:30): 不是第一点。我做个参考了。,后期,RI,0,0,0,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,305,28:33): 还有一个是培训课程。我想问一下。这种学分，它之间你比如说我是按照能力单元开发了后。他之间的学分的话是等同的还是怎么样互换的？你比如说我能力本位的课程，我可能参考了两个能力单元来开发。他能力单元是这两个能力单元的话都是三个学分的，那就六个学分，那我是不是这个能力本位的课程，我学了后我就是可以是六个学分。这是一个方面，涉及到。之间的关系学分之间的关系的，这样的一个情况。第二个我想问一下。我们在开发能力单元的方面定级别？是不是有时候也考虑到他的岗位的级别，因为我看了后面的这个那个表附录那个表它是有一个那个有的话就是岗位，它有不同的级别，它这里面的话又对应了一些。,后期,AA,1,0,0,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,306,29:33): 能力单元。我就在想，他是不是有？有这种关系，你比如说我定级别的时候，我是哪一个级别的岗位，我就直接。开发的能力单元就是大部分不是绝对。就是按照这个级别来定，这是第二个，先这两个问题吧。那就麻烦那个看看能不能请教一下。,后期,"LP, MT",0,0,0,0,0,0,1,1,0,0,0
未知地区,20221207第八次未知地区工作会议,307,29:56): 可以先说第一个问题，就是说如果是按照两个都是三个学分的能力，单元来设计课程的话是六个学分是对的，但是能力对的。,后期,"KB, MU, PA",0,0,0,0,1,0,0,0,1,1,0
未知地区,20221207第八次未知地区工作会议,308,30:09): 背的。,后期,"KB, AA",1,0,0,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,309,30:11): 农历单元的学分，只是建议的性质，因为课程设计去设计课程的时候可能有一些他把相近的题目都放在一起，有一些切同的效应。如果他觉得以他的书生条问他的血缘可以，比方说两个学分已经学会了，他也可以把三个学分改成两个学分，就是说他到评审的时候要有例句，可以证明他。这样子的教法是河西的如果他用了两个三学分的课程，他最起码课程有六个学分，那他可以补充其他一些跟评审的。跟课程的学习成效相关的题目悟也可以的，那它可以有三个学分，是不是来自于能力单元。的学分来了，他的课程有总共来说有九个学分。,后期,"MT, MU",0,0,0,0,0,0,0,1,1,0,0
未知地区,20221207第八次未知地区工作会议,310,31:18): 那我这个理解，刚才在说哈，听说还就刚才我听到了说的话是可以减少学分。,后期,LP,0,0,0,0,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,311,31:18): 这样子。,后期,"AA, CM",1,0,1,0,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,312,31:26): 这个是谁来规定他减少学分是难道是培训机构？什么？,后期,"IL, MU",0,0,0,1,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,313,31:31): 是培训机构的在？阶段式的草案，他最后面有一个附件就是说在如果一般能力单人的专业撰写人，他没定那些。岗位那些级别还有。就普省 R 的时候它的不同的分类还有它古计要用不同的时间去，如果他要做成完成一个工作的时候，他。大概需要多小学时来完成，他最后一个就是要去访问一下他的同行去如是这样子，在你的工厂里面，你的学员会花多少时间来完成这个工具？那他们会做一个调查还有去综合了一个建议的时间出来，见以甚之的，但是如果他是在课程设的时候，课程提供者他可以根据。比方说我已经收的生生的后是经理级的，他对很可能某一种工据可能是说指甲油这样子，他不熟悉，但是他已经有其他美容的基础了。你可以还有课程刚刚说了，他已经弥补了很多题目是相近的。同的能力单元都放在一起交的时候有切同的效应。迎办者的课程设计者可以在咨询以后去减少搞下稍微调进一下他的学分。,后期,"CG, MU, LP",0,1,0,0,0,0,1,0,1,0,0
未知地区,20221207第八次未知地区工作会议,314,33:33): 那我知道了。谢谢第二个。,后期,MT,0,0,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,315,33:38): 看懂了。,后期,KB,0,0,0,0,1,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,316,33:41): The the grant。也大意下。我以前我们是没有岗位的。有很多的用家跟我们说他们比较难讲，我有可用这个能力单元。,后期,LD,0,0,0,0,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,317,33:58): 可以。,后期,"KB, CG, PA",0,1,0,0,1,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,318,33:58): 我们后来为了方便，无论是培训机构，还有些企业。如果他们要用要好好的用我们的能力单元，所以我们设计了一个就为岗位为本的。参照给他们去参考。,后期,"LP, IL",0,0,0,1,0,0,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,319,34:17): 大致的。,后期,"IL, MT, CM",0,0,1,1,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,320,34:18): 就是我们设计这个目的，后来我们也发现如果我们去向中学生去推广我们的自己架构的话，我们有一个很。很精的经济阶的话，他们更容易掌握，如何在利用我们的平台，利用我们的产品。去做他们的管的职业方面的匮乏，我们在这方面下的功夫。,后期,MT,0,0,0,0,0,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,321,34:46): 就是刚刚我在发了一条链接给大家是连经理那边的字第职业智力接梯那他们已经好好了，把有一些先到的行业，他。,后期,"CM, MU",0,0,1,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,322,35:01): 我还得上。,后期,"KB, CG, RI",0,1,0,0,1,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,323,35:03): 去好好的铺排了，如果他学了某一些能力单元的话，他是什可以进行什么样的岗位，这些网页里面有很清楚的列出来，那些专家们可以去参考一下。,后期,"CG, CM, PA",0,1,1,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,324,35:11): 确实发这东西还。他的卡。,后期,"IL, AA",1,0,0,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,325,35:21): 的内容。,后期,"PA, MU, RI",0,0,0,0,0,0,0,0,1,1,1
未知地区,20221207第八次未知地区工作会议,326,35:24): 只要换图片就可以做了。,后期,"RI, CG, LP",0,1,0,0,0,0,1,0,0,0,1
未知地区,20221207第八次未知地区工作会议,327,35:26): 那我理解是这样的了。单元实现开发的能力，单元开发。后面是根据情况，后来又增加了一个岗位的匹配？,后期,"IL, PA, MT",0,0,0,1,0,0,0,1,0,1,0
未知地区,20221207第八次未知地区工作会议,328,35:37): 对。,后期,"MT, MU",0,0,0,0,0,0,0,1,1,0,0
未知地区,20221207第八次未知地区工作会议,329,35:37): 对。,后期,RI,0,0,0,0,0,0,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,330,35:39): 好好好，那我知道了哈，谢谢！,后期,"IL, LD, MU",0,0,0,1,0,1,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,331,35:42): Wow。,后期,"LP, AA, MT",1,0,0,0,0,0,1,1,0,0,0
未知地区,20221207第八次未知地区工作会议,332,35:44): 谢谢戚教授！,后期,"IL, LD",0,0,0,1,0,1,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,333,35:46): 把这一款。,后期,"CM, IL",0,0,1,1,0,0,0,0,0,0,0
未知地区,20221207第八次未知地区工作会议,334,35:47): 下面我们武教授，吴院长，还有一些问题要请教的。吴院长。,后期,"AA, PA",1,0,0,0,0,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,335,35:55): 李主任，还有各位专家大家上午好！我这里有几个问题，我是想这样先把我的疑问提出来。,后期,"AA, LD, RI",1,0,0,0,0,1,0,0,0,0,1
未知地区,20221207第八次未知地区工作会议,336,36:04): So circus。,后期,"PA, MU",0,0,0,0,0,0,0,0,1,1,0
未知地区,20221207第八次未知地区工作会议,337,36:04): 因为三号的时候还要开工作坊。因为我的问题主要是围绕评审标准的。,后期,"PA, KB, CM",0,0,1,0,1,0,0,0,0,1,0
未知地区,20221207第八次未知地区工作会议,338,36:11): 一嘴我妈的。,后期,"LD, IL, LP",0,0,0,1,0,1,1,0,0,0,0
未知地区,20221207第八次未知地区工作会议,339,36:12): 先提出来供参考，以保证后面的三号工作坊，我们在。,后期,"MU, LP, IL",0,0,0,1,0,0,1,0,1,0,0
未知地区,20221207第八次未知地区工作会议,340,36:15): 谁不要。,后期,"KB, MT",0,0,0,0,1,0,0,1,0,0,0
未知地区,20221207第八次未知地区工作会议,341,36:18): 讲相应的专家在授课的时候看看能不能解答或者是在交流的过程中更有针对性。,后期,"AA, MU, CM",1,0,1,0,0,0,0,0,1,0,0
未知地区,20221207第八次未知地区工作会议,342,36:22): 这样包。,后期,"KB, MT, LD",0,0,0,0,1,1,0,1,0,0,0
